rotten_tomatoes_link,movie_title,genres,directors,original_release_date,runtime,tomatometer_rating,long_review,long_reviews_count,year,genres_list,length_category
m/brood,The Brood,"Horror, Science Fiction & Fantasy",David Cronenberg,1979-05-25,92.0,83.0,False,9,1979.0,"['Horror', ' Science Fiction & Fantasy']",Short
m/brooklyn,Brooklyn,Drama,John Crowley,2015-11-04,112.0,97.0,False,196,2015.0,['Drama'],Short
m/brooklyn_castle_2012,Brooklyn Castle,"Documentary, Special Interest",Katie Dellamaggiore,2012-10-19,101.0,96.0,True,37,2012.0,"['Documentary', ' Special Interest']",Short
m/brooklyn_lobster,Brooklyn Lobster,"Comedy, Drama",Kevin Jordan,2005-11-04,90.0,44.0,False,10,2005.0,"['Comedy', ' Drama']",Short
m/brooklyn_rules,Brooklyn Rules,"Comedy, Drama",Michael Corrente,2007-05-18,99.0,45.0,True,29,2007.0,"['Comedy', ' Drama']",Short
m/brooklyns_finest,Brooklyn's Finest,"Action & Adventure, Drama",Antoine Fuqua,2010-03-05,125.0,45.0,False,102,2010.0,"['Action & Adventure', ' Drama']",Long
m/brother_2010,Brother (Hermano),"Art House & International, Drama, Kids & Family, Sports & Fitness",Marcel Rasquin,2012-08-24,96.0,54.0,False,9,2012.0,"['Art House & International', ' Drama', ' Kids & Family', ' Sports & Fitness']",Short
m/brother_bear,Brother Bear,"Animation, Kids & Family","Aaron Blaise, Bob Walker",2003-11-01,85.0,37.0,True,76,2003.0,"['Animation', ' Kids & Family']",Short
m/brother_bear_2,Brother Bear 2,"Animation, Kids & Family","Ben Gluck, Benjamin Gluck",2006-08-29,74.0,50.0,True,4,2006.0,"['Animation', ' Kids & Family']",Short
m/brother_nature,Brother Nature,Comedy,"Matt Villines, Osmany Rodriguez",2016-09-09,97.0,57.0,True,4,2016.0,['Comedy'],Short
m/brother_sun_sister_moon,"Brother Sun, Sister Moon (Fratello sole, sorella luna)","Classics, Drama, Faith & Spirituality",Franco Zeffirelli,1972-12-02,121.0,42.0,True,11,1972.0,"['Classics', ' Drama', ' Faith & Spirituality']",Long
m/brother_to_brother,Brother to Brother,Drama,Rodney Evans,2004-11-05,94.0,77.0,False,23,2004.0,['Drama'],Short
m/brotherhood_2010,Brotherhood,"Drama, Mystery & Suspense",Will Canon,2011-02-18,76.0,54.0,False,16,2011.0,"['Drama', ' Mystery & Suspense']",Short
m/brotherhood_of_satan,The Brotherhood of Satan,"Classics, Drama, Horror",Bernard McEveety,1971-08-06,92.0,0.0,True,2,1971.0,"['Classics', ' Drama', ' Horror']",Short
m/brothers_2004,Brothers,"Art House & International, Drama",Susanne Bier,2004-08-27,110.0,89.0,False,37,2004.0,"['Art House & International', ' Drama']",Short
m/brothers_at_war,Brothers at War,"Documentary, Special Interest",Jake Rademacher,2009-03-13,112.0,70.0,True,12,2009.0,"['Documentary', ' Special Interest']",Short
m/brothers_bloom,The Brothers Bloom,"Action & Adventure, Comedy, Drama, Romance",Rian Johnson,2009-05-15,109.0,68.0,True,110,2009.0,"['Action & Adventure', ' Comedy', ' Drama', ' Romance']",Short
m/brothers_grimm,The Brothers Grimm,"Action & Adventure, Comedy, Science Fiction & Fantasy",Terry Gilliam,2005-08-26,114.0,38.0,True,103,2005.0,"['Action & Adventure', ' Comedy', ' Science Fiction & Fantasy']",Short
m/brothers_hypnotic_2013,Brothers Hypnotic,"Documentary, Special Interest",Reuben Atlas,2014-03-24,80.0,100.0,True,6,2014.0,"['Documentary', ' Special Interest']",Short
m/brothers_justice,Brother's Justice,"Comedy, Drama","Dax Shepard, David Palmer",2011-05-13,86.0,0.0,True,5,2011.0,"['Comedy', ' Drama']",Short
m/brothers_karamazov,The Brothers Karamazov,"Classics, Drama",Richard Brooks,1957-06-01,146.0,30.0,True,4,1957.0,"['Classics', ' Drama']",Long
m/brothers_mcmullen,The Brothers McMullen,"Comedy, Drama, Romance",Edward Burns,1995-08-09,98.0,89.0,False,6,1995.0,"['Comedy', ' Drama', ' Romance']",Short
m/brothers_of_the_head,Brothers of the Head,"Comedy, Drama, Musical & Performing Arts","Keith Fulton, Louis Pepe",2006-10-06,90.0,69.0,True,50,2006.0,"['Comedy', ' Drama', ' Musical & Performing Arts']",Short
m/brothers_solomon,The Brothers Solomon,Comedy,Bob Odenkirk,2007-09-07,93.0,15.0,False,37,2007.0,['Comedy'],Short
m/brown_sugar,Brown Sugar,"Comedy, Drama, Romance",Rick Famuyiwa,2002-10-11,109.0,66.0,False,38,2002.0,"['Comedy', ' Drama', ' Romance']",Short
m/brubaker,Brubaker,Drama,Stuart Rosenberg,1980-06-20,132.0,75.0,False,11,1980.0,['Drama'],Long
m/bruce_almighty,Bruce Almighty,"Comedy, Science Fiction & Fantasy",Tom Shadyac,2003-05-23,101.0,48.0,True,110,2003.0,"['Comedy', ' Science Fiction & Fantasy']",Short
m/bruiser,Bruiser,"Art House & International, Horror, Mystery & Suspense",George A. Romero,2000-01-01,96.0,67.0,False,4,2000.0,"['Art House & International', ' Horror', ' Mystery & Suspense']",Short
m/bruno,Bruno,Comedy,"Larry Charles, Dan Mazer",2009-07-10,82.0,67.0,False,162,2009.0,['Comedy'],Short
m/bruno_2000,Bruno,"Comedy, Drama",Shirley MacLaine,2000-04-16,108.0,20.0,True,1,2000.0,"['Comedy', ' Drama']",Short
m/bruoguminn,Brúðguminn (White Night Wedding),"Art House & International, Comedy, Drama","Baltasar Kormákur, Agostino Ferrente",2008-01-18,96.0,29.0,True,1,2008.0,"['Art House & International', ' Comedy', ' Drama']",Short
m/brush_with_danger,Brush With Danger,"Action & Adventure, Drama, Mystery & Suspense",Livi Zheng,2014-09-19,90.0,20.0,True,5,2014.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense']",Short
m/brute_force,Brute Force,"Classics, Drama",Jules Dassin,1947-01-01,98.0,94.0,True,11,1947.0,"['Classics', ' Drama']",Short
m/bubba_ho_tep,Bubba Ho-Tep,"Comedy, Horror",Don Coscarelli,2003-10-02,92.0,78.0,False,64,2003.0,"['Comedy', ' Horror']",Short
m/bubble_boy,Bubble Boy,Comedy,Blair Hayes,2001-08-24,84.0,31.0,False,33,2001.0,['Comedy'],Short
m/buck,Buck,"Documentary, Special Interest",Cindy Meehl,2011-06-17,88.0,90.0,True,72,2011.0,"['Documentary', ' Special Interest']",Short
m/bucket_list,The Bucket List,"Action & Adventure, Comedy, Drama",Rob Reiner,2007-12-25,97.0,41.0,True,110,2007.0,"['Action & Adventure', ' Comedy', ' Drama']",Short
m/bucket_of_blood,A Bucket of Blood,"Comedy, Horror, Mystery & Suspense",Roger Corman,1959-10-21,66.0,71.0,False,5,1959.0,"['Comedy', ' Horror', ' Mystery & Suspense']",Short
m/bucky_larson_born_to_be_a_star,Bucky Larson: Born to Be a Star,Comedy,Tom Brady,2011-09-09,96.0,3.0,True,25,2011.0,['Comedy'],Short
m/buddy_holly_story,The Buddy Holly Story,"Drama, Musical & Performing Arts",Steve Rash,1978-01-01,113.0,100.0,True,18,1978.0,"['Drama', ' Musical & Performing Arts']",Short
m/buddymoon,Buddymoon,Comedy,Alex Simmons,2016-06-30,80.0,75.0,True,6,2016.0,['Comedy'],Short
m/budrus,Budrus,"Action & Adventure, Art House & International, Documentary, Drama, Special Interest",Julia Bacha,2010-10-08,78.0,88.0,False,18,2010.0,"['Action & Adventure', ' Art House & International', ' Documentary', ' Drama', ' Special Interest']",Short
m/buena_vista_social_club_adios,Buena Vista Social Club: Adios,Documentary,Lucy Walker,2017-05-26,110.0,70.0,False,15,2017.0,['Documentary'],Short
m/buffalo_66,Buffalo '66,"Art House & International, Comedy, Drama",Vincent Gallo,1998-06-26,112.0,76.0,True,28,1998.0,"['Art House & International', ' Comedy', ' Drama']",Short
m/buffalo_bill_and_the_indians_or_sitting_bulls_history_lesson,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson","Classics, Comedy, Western",Robert Altman,1976-06-24,123.0,67.0,True,6,1976.0,"['Classics', ' Comedy', ' Western']",Long
m/buffalo_boys_2019,Buffalo Boys,"Action & Adventure, Art House & International",Mike Wiluan,2019-01-11,102.0,79.0,True,28,2019.0,"['Action & Adventure', ' Art House & International']",Short
m/buffalo_girls_2012,Buffalo Girls,"Documentary, Special Interest",Todd Kellstein,2012-11-14,66.0,44.0,True,6,2012.0,"['Documentary', ' Special Interest']",Short
m/buffalo_soldiers,Buffalo Soldiers,"Comedy, Drama, Mystery & Suspense",Gregor Jordan,2001-01-01,98.0,73.0,False,58,2001.0,"['Comedy', ' Drama', ' Mystery & Suspense']",Short
m/buffy_the_vampire_slayer,Buffy the Vampire Slayer,"Action & Adventure, Comedy, Horror",Fran Rubel Kuzui,1992-07-31,86.0,35.0,True,21,1992.0,"['Action & Adventure', ' Comedy', ' Horror']",Short
m/bug,Bug,"Drama, Mystery & Suspense",William Friedkin,2006-09-25,102.0,62.0,True,89,2006.0,"['Drama', ' Mystery & Suspense']",Short
m/bugs_2006,Bugs!,"Art House & International, Documentary",Mike Slee,2003-07-25,40.0,82.0,False,23,2003.0,"['Art House & International', ' Documentary']",Short
m/bugs_life,A Bug's Life,"Animation, Kids & Family, Science Fiction & Fantasy","John Lasseter, Andrew Stanton",1998-11-20,96.0,92.0,False,41,1998.0,"['Animation', ' Kids & Family', ' Science Fiction & Fantasy']",Short
m/bugsy,Bugsy,Drama,Barry Levinson,1991-12-13,135.0,85.0,True,27,1991.0,['Drama'],Long
m/bugsy_malone,Bugsy Malone,"Comedy, Drama, Kids & Family, Musical & Performing Arts",Alan Parker,1976-09-12,93.0,83.0,True,11,1976.0,"['Comedy', ' Drama', ' Kids & Family', ' Musical & Performing Arts']",Short
m/bukowski_born_into_this,Bukowski: Born into This,"Documentary, Special Interest",John Dullaghan,2003-01-18,130.0,84.0,True,38,2003.0,"['Documentary', ' Special Interest']",Long
m/bull_2020,Bull,Drama,Annie Silverstein,2020-03-20,108.0,90.0,True,62,2020.0,['Drama'],Short
m/bull_durham,Bull Durham,"Comedy, Drama, Romance",Ron Shelton,1988-06-15,108.0,97.0,True,32,1988.0,"['Comedy', ' Drama', ' Romance']",Short
m/bullet_head,Bullet Head,Drama,Paul Solet,2017-12-08,93.0,59.0,False,12,2017.0,['Drama'],Short
m/bullet_to_the_head,Bullet to the Head,"Action & Adventure, Mystery & Suspense",Walter Hill,2013-02-01,91.0,45.0,True,98,2013.0,"['Action & Adventure', ' Mystery & Suspense']",Short
m/bulletproof_heart,Bulletproof Heart,"Drama, Mystery & Suspense",Mark Malone,1995-06-01,95.0,63.0,False,1,1995.0,"['Drama', ' Mystery & Suspense']",Short
m/bulletproof_monk,Bulletproof Monk,"Action & Adventure, Comedy",Paul Hunter,2003-04-16,104.0,23.0,True,70,2003.0,"['Action & Adventure', ' Comedy']",Short
m/bullitt,Bullitt,"Action & Adventure, Classics, Drama, Mystery & Suspense",Peter Yates,1968-10-17,113.0,97.0,False,15,1968.0,"['Action & Adventure', ' Classics', ' Drama', ' Mystery & Suspense']",Short
m/bully,Bully,"Art House & International, Drama",Larry Clark,2001-07-13,107.0,55.0,True,38,2001.0,"['Art House & International', ' Drama']",Short
m/bully_2012,Bully,"Documentary, Special Interest",Lee Hirsch,2012-04-13,99.0,85.0,True,101,2012.0,"['Documentary', ' Special Interest']",Short
m/bulworth,Bulworth,"Comedy, Drama, Romance",Warren Beatty,1998-05-22,106.0,76.0,False,39,1998.0,"['Comedy', ' Drama', ' Romance']",Short
m/bumblebee,Bumblebee,"Action & Adventure, Science Fiction & Fantasy",Travis Knight,2018-12-21,114.0,91.0,False,182,2018.0,"['Action & Adventure', ' Science Fiction & Fantasy']",Short
m/bunny_lake_is_missing,Bunny Lake Is Missing,"Classics, Drama, Mystery & Suspense",Otto Preminger,1965-10-03,107.0,87.0,False,8,1965.0,"['Classics', ' Drama', ' Mystery & Suspense']",Short
m/bunraku,Bunraku,"Action & Adventure, Drama",Guy Moshe,2011-09-30,121.0,17.0,False,16,2011.0,"['Action & Adventure', ' Drama']",Long
m/bunty_and_babli,Bunty Aur Babli,"Action & Adventure, Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",Shaad Ali,2005-05-27,170.0,83.0,True,4,2005.0,"['Action & Adventure', ' Art House & International', ' Comedy', ' Drama', ' Musical & Performing Arts', ' Romance']",Long
m/burden_2017,Burden,Documentary,"Richard Dewey, Timothy Marrinan",2017-05-05,88.0,97.0,True,25,2017.0,['Documentary'],Short
m/burden_2020,Burden,Drama,Andrew Heckler,2020-02-28,129.0,51.0,True,55,2020.0,['Drama'],Long
m/burden_of_dreams,Burden of Dreams,"Documentary, Musical & Performing Arts, Television",Les Blank,1982-01-01,95.0,94.0,True,9,1982.0,"['Documentary', ' Musical & Performing Arts', ' Television']",Short
m/buried,Buried,Mystery & Suspense,"Rodrigo Cortés, Rodrigo Cortés",2010-09-24,94.0,87.0,False,111,2010.0,['Mystery & Suspense'],Short
m/burke_and_hare,Burke and Hare,"Art House & International, Comedy, Mystery & Suspense",John Landis,2011-09-09,91.0,33.0,True,39,2011.0,"['Art House & International', ' Comedy', ' Mystery & Suspense']",Short
m/burlesque,Burlesque,"Drama, Musical & Performing Arts, Romance",Steve Antin,2010-11-24,116.0,37.0,True,117,2010.0,"['Drama', ' Musical & Performing Arts', ' Romance']",Short
m/burma-vj,Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country),"Art House & International, Documentary, Special Interest","Anders Østergaard, Anders Høgsbro Østergaard",2008-11-12,84.0,97.0,False,41,2008.0,"['Art House & International', ' Documentary', ' Special Interest']",Short
m/burn,Burn!,Drama,Gillo Pontecorvo,1969-12-21,112.0,86.0,False,7,1969.0,['Drama'],Short
m/burn_2012,Burn,"Documentary, Special Interest","Brenna Sanchez, Tom Putnam",2012-11-02,86.0,100.0,True,14,2012.0,"['Documentary', ' Special Interest']",Short
m/burn_2019,Burn,Mystery & Suspense,Mike Gan,2019-08-23,88.0,58.0,True,9,2019.0,['Mystery & Suspense'],Short
m/burn_after_reading,Burn After Reading,"Comedy, Drama","Joel Coen, Ethan Coen",2008-08-27,95.0,78.0,True,175,2008.0,"['Comedy', ' Drama']",Short
m/burn_country_2016,Burn Country,Drama,Ian Olds,2016-12-09,103.0,60.0,False,11,2016.0,['Drama'],Short
m/burn_witch_burn,"Night of the Eagle (Burn, Witch, Burn! )",Horror,Sidney Hayers,1962-04-25,90.0,80.0,True,9,1962.0,['Horror'],Short
m/burn_your_maps,Burn Your Maps,"Action & Adventure, Comedy, Drama",Jordan Roberts,2019-06-21,102.0,64.0,False,8,2019.0,"['Action & Adventure', ' Comedy', ' Drama']",Short
m/burning-palms,Burning Palms,"Comedy, Drama",Christopher Landon,2011-01-14,112.0,38.0,False,7,2011.0,"['Comedy', ' Drama']",Short
m/burning_2018,Burning (Beoning),"Art House & International, Drama, Mystery & Suspense",Chang-dong Lee,2018-10-26,148.0,95.0,True,143,2018.0,"['Art House & International', ' Drama', ' Mystery & Suspense']",Long
m/burning_annie,Burning Annie,"Art House & International, Comedy, Drama",Van Flesher,2003-03-08,95.0,50.0,False,5,2003.0,"['Art House & International', ' Comedy', ' Drama']",Short
m/burning_blue,Burning Blue,"Drama, Romance","DMW Greer, DMW Greer",2014-06-06,104.0,25.0,False,9,2014.0,"['Drama', ' Romance']",Short
m/burning_man,Burning Man,"Art House & International, Comedy, Drama, Romance",Jonathan Teplitzky,2012-07-27,109.0,77.0,True,19,2012.0,"['Art House & International', ' Comedy', ' Drama', ' Romance']",Short
m/burning_plain,The Burning Plain,"Drama, Romance","Guillermo Arriaga Jordan, Guillermo Arriaga",2009-09-18,106.0,38.0,True,59,2009.0,"['Drama', ' Romance']",Short
m/burning_sands_2017,Burning Sands,Drama,Gerard McMurray,2017-03-10,96.0,88.0,True,20,2017.0,['Drama'],Short
m/burnt,Burnt,Comedy,John Wells,2015-10-30,100.0,28.0,True,116,2015.0,['Comedy'],Short
m/burnt_by_the_sun,Burnt by the Sun,"Art House & International, Comedy, Drama",Nikita Mikhalkov,1994-05-21,134.0,80.0,False,4,1994.0,"['Art House & International', ' Comedy', ' Drama']",Long
m/burnt_offerings,Burnt Offerings,Horror,Dan Curtis,1976-01-01,116.0,54.0,False,5,1976.0,['Horror'],Short
m/burts_buzz,Burt's Buzz,"Documentary, Special Interest",Jody Shapiro,2014-06-06,88.0,79.0,False,10,2014.0,"['Documentary', ' Special Interest']",Short
m/burying_the_ex_2015,Burying the Ex,"Comedy, Horror, Romance",Joe Dante,2015-06-19,85.0,28.0,True,26,2015.0,"['Comedy', ' Horror', ' Romance']",Short
m/busco_novio_para_mi_mujer,Busco Novio Para Mi Mujer,Comedy,Enrique Begne,2016-02-19,92.0,78.0,True,8,2016.0,['Comedy'],Short
m/bushwick_2017,Bushwick,"Action & Adventure, Drama","Cary Murnion, Jonathan Milott",2017-08-25,94.0,48.0,True,56,2017.0,"['Action & Adventure', ' Drama']",Short
m/business_of_being_born,The Business of Being Born,"Documentary, Special Interest",Abby Epstein,2008-01-09,87.0,81.0,True,20,2008.0,"['Documentary', ' Special Interest']",Short
m/business_of_strangers,The Business of Strangers,Drama,Patrick Stettner,2001-12-07,84.0,81.0,False,45,2001.0,['Drama'],Short
m/busters_mal_heart,Buster's Mal Heart,"Drama, Mystery & Suspense",Sarah Adina Smith,2017-04-28,98.0,70.0,True,39,2017.0,"['Drama', ' Mystery & Suspense']",Short
m/bustin_loose,Bustin' Loose,"Action & Adventure, Comedy",Oz Scott,1981-05-22,94.0,60.0,False,1,1981.0,"['Action & Adventure', ' Comedy']",Short
m/but_im_a_cheerleader,But I'm a Cheerleader,Comedy,Jamie Babbit,2000-06-23,81.0,40.0,False,37,2000.0,['Comedy'],Short
m/butcher_boy,The Butcher Boy,"Comedy, Drama",Neil Jordan,1997-07-13,106.0,77.0,False,30,1997.0,"['Comedy', ' Drama']",Short
m/butcher_boys_2013,Butcher Boys,"Action & Adventure, Horror","Justin Meeks, Duane Graves",2013-09-06,93.0,0.0,True,3,2013.0,"['Action & Adventure', ' Horror']",Short
m/butchers_son,La Soga (The Butcher's Son),"Action & Adventure, Art House & International, Drama",Josh Crook,2010-08-13,102.0,44.0,False,11,2010.0,"['Action & Adventure', ' Art House & International', ' Drama']",Short
m/butchers_wife,The Butcher's Wife,"Comedy, Science Fiction & Fantasy, Romance",Terry Hughes,1991-10-25,107.0,25.0,False,3,1991.0,"['Comedy', ' Science Fiction & Fantasy', ' Romance']",Short
m/butter_2011,Butter,"Comedy, Drama",Jim Field Smith,2012-10-05,90.0,34.0,True,45,2012.0,"['Comedy', ' Drama']",Short
m/butterfield_8,Butterfield 8,"Classics, Drama",Daniel Mann,1960-11-04,109.0,47.0,True,10,1960.0,"['Classics', ' Drama']",Short
m/butterflies_are_free,Butterflies Are Free,"Classics, Comedy, Drama, Romance",Milton Katselas,1972-01-01,109.0,69.0,False,5,1972.0,"['Classics', ' Comedy', ' Drama', ' Romance']",Short
m/butterfly_effect,The Butterfly Effect,"Drama, Mystery & Suspense, Science Fiction & Fantasy","Eric Bress, J. Mackye Gruber",2004-01-23,113.0,33.0,False,87,2004.0,"['Drama', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/butterfly_girl_2015,Butterfly Girl,"Documentary, Special Interest",Cary Bell,2015-02-14,78.0,100.0,True,4,2015.0,"['Documentary', ' Special Interest']",Short
m/butterfly_kiss,Butterfly Kiss,"Art House & International, Comedy, Drama",Michael Winterbottom,1996-04-26,85.0,77.0,False,3,1996.0,"['Art House & International', ' Comedy', ' Drama']",Short
m/bwoy,bwoy,Drama,John G. Young,2017-03-31,85.0,88.0,True,6,2017.0,['Drama'],Short
m/by_hook_or_by_crook_2002,By Hook or by Crook,"Comedy, Drama, Romance, Gay & Lesbian, Sports & Fitness","Harry Dodge, Silas Howard, Harriet ""Harry"" Dodge",2002-10-25,98.0,64.0,True,6,2002.0,"['Comedy', ' Drama', ' Romance', ' Gay & Lesbian', ' Sports & Fitness']",Short
m/by_the_grace_of_god_2019,By the Grace of God (Grâce à Dieu),Drama,François Ozon,2019-10-18,137.0,96.0,False,69,2019.0,['Drama'],Long
m/by_the_gun,By The Gun,"Drama, Mystery & Suspense",James Mottern,2014-12-05,109.0,40.0,False,4,2014.0,"['Drama', ' Mystery & Suspense']",Short
m/by_the_sea_2015,By The Sea,"Drama, Romance",Angelina Jolie,2015-11-13,122.0,34.0,True,119,2015.0,"['Drama', ' Romance']",Long
m/byzantium_2012,Byzantium,"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Neil Jordan,2013-06-28,118.0,66.0,False,84,2013.0,"['Art House & International', ' Drama', ' Horror', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/c_word_2016,The C Word,Documentary,Meghan O'Hara,2016-11-25,89.0,100.0,True,3,2016.0,['Documentary'],Short
m/cabaret,Cabaret,"Classics, Drama, Musical & Performing Arts",Bob Fosse,1972-02-13,124.0,93.0,False,20,1972.0,"['Classics', ' Drama', ' Musical & Performing Arts']",Long
m/cabaret_balkan,Cabaret Balkan (Bure baruta),"Art House & International, Comedy, Drama",Goran Paskaljevic,1999-07-23,102.0,79.0,True,2,1999.0,"['Art House & International', ' Comedy', ' Drama']",Short
m/cabin_boy,Cabin Boy,Comedy,Adam Resnick,1994-01-07,80.0,46.0,False,1,1994.0,['Comedy'],Short
m/cabin_fever_2016,Cabin Fever,Horror,"Travis Zariwny, Eli Roth",2016-02-12,99.0,0.0,True,16,2016.0,['Horror'],Short
m/cabin_fever_3_patient_zero,Cabin Fever 3: Patient Zero,"Horror, Mystery & Suspense",Kaare Andrews,2014-08-01,94.0,24.0,True,14,2014.0,"['Horror', ' Mystery & Suspense']",Short
m/cabin_in_the_sky,Cabin in the Sky,"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Vincente Minnelli,1943-04-09,98.0,85.0,True,8,1943.0,"['Classics', ' Drama', ' Musical & Performing Arts', ' Science Fiction & Fantasy']",Short
